CODGVR,CODLOC,LIBGVR,LIBLOC
18,75,GAFSA,LAKTAB
19,40,TOZEUR,TAMERZA
19,41,TOZEUR,CHEBIKA
19,44,TOZEUR,TOZEUR
19,45,TOZEUR,DEGACHE
19,46,TOZEUR,NEFTA
19,47,TOZEUR,EL HAMMA
19,69,TOZEUR,AIN KARMA
19,70,TOZEUR,MIDES
19,72,TOZEUR,ANNAMLET
19,73,TOZEUR,RAS EDHRAA
19,74,TOZEUR,CHEBBIA
19,76,TOZEUR,DAGHOUIMES
19,80,TOZEUR,EL HADHAR
19,81,TOZEUR,HASOUA
19,82,TOZEUR,TAMOGHZA
20,12,KEBILI,OUM ESSOUMAA
20,14,KEBILI,NEGGA
20,15,KEBILI,KEBILI
20,16,KEBILI,JANHOURA
20,17,KEBILI,BECHELLI
20,19,KEBILI,JEMNA
20,31,KEBILI,DOUZ
20,32,KEBILI,EL AOUINA
20,33,KEBILI,ELFAOUAR
20,34,KEBILI,SABRIA
20,57,KEBILI,SAIDANE
20,58,KEBILI,BEZMA
20,59,KEBILI,TELMINE
20,60,KEBILI,REGIME MATOUG
20,61,KEBILI,CCG MAATOUG
20,62,KEBILI,SOUK LAHAD
21,1,GABES,GABES
21,2,GABES,GHANNOUCHE
21,3,GABES,BOUCHEMMA
21,4,GABES,METOUIA
21,5,GABES,OUEDHREF
21,21,GABES,BOUCHEMMAOU
21,22,GABES,EL HAMMA
21,23,GABES,OULED AMOR
21,24,GABES,OULED KHLIFA
21,25,GABES,ZRAOUA
21,28,GABES,CHENINI GABES
21,29,GABES,TEBOULBOU
21,37,GABES,KETTANA
21,39,GABES,HEDDAGE
21,40,GABES,MATMATA
21,43,GABES,TAMEZRET
21,44,GABES,TOUJANE
21,45,GABES,BENI ZALTEN
21,46,GABES,ZARKINE
21,47,GABES,EZZARAT
21,48,GABES,ARRAM
21,49,GABES,MARETH
21,52,GABES,RABIAA
21,53,GABES,EL AKARIT
21,54,GABES,OUED EZZITOUNE
21,61,GABES,BIR CHICKH ALI
21,62,GABES,BIR EL KECHANIA
21,63,GABES,BIR ZENIGRA
21,64,GABES,TECHINE
21,66,GABES,AIN TOUNINE
21,67,GABES,EL MEDOU
21,68,GABES,MENZEL EL HABIB
21,69,GABES,OUM CHIAH
21,70,GABES,SIDI BOULBABA
21,71,GABES,BAB BHAR
21,72,GABES,BEN GHILOUF
21,73,GABES,BECHIMA
21,74,GABES,EL HICHA
21,75,GABES,EL AOUINET
22,1,MEDENINE,HOUMT SOUK
22,2,MEDENINE,EZ ZEUSS
22,3,MEDENINE,JORF
22,4,MEDENINE,GUARGNAHIA
22,5,MEDENINE,KSAR EL HALLOUF
22,7,MEDENINE,GUELLALA
22,8,MEDENINE,AJIM
22,9,MEDENINE,SEDOUIKCH
22,13,MEDENINE,MAHBOUBINE
22,14,MEDENINE,MEDENINE
22,15,MEDENINE,SIDI MAKHLOUF
22,16,MEDENINE,BOUGHRARA
22,17,MEDENINE,BEDOUI
22,18,MEDENINE,ERRAGOUBA
22,19,MEDENINE,OUM ETTAMER
22,21,MEDENINE,KSAR EL MOUANSA
22,22,MEDENINE,EL KANTRA
22,24,MEDENINE,OUED ETTIAB
22,25,MEDENINE,ZARZIS
22,26,MEDENINE,SIDI CHAMEKH
22,47,MEDENINE,BEN GUERDENE
22,54,MEDENINE,EL KETF
22,55,MEDENINE,JALAL
22,60,MEDENINE,ESSIAH
22,61,MEDENINE,EL BIBENE
22,62,MEDENINE,JDARIA
22,74,MEDENINE,OUED EL KHIL
22,83,MEDENINE,MIDOUNE
22,86,MEDENINE,EL MAY
22,87,MEDENINE,HASSI EJJERBI
22,88,MEDENINE,EL GHARABET
22,89,MEDENINE,ECCHAHABNIA
22,90,MEDENINE,DARGOULIA
22,95,MEDENINE,KOUTINE
22,96,MEDENINE,HASSI AMOR
22,97,MEDENINE,EDDKHILA
22,98,MEDENINE,JERBA
22,99,MEDENINE,BENI KHEDACHE
23,34,TATAOUINE,GHOMRASSEN
23,35,TATAOUINE,BIR ROUMAINE
23,36,TATAOUINE,OUED EL GHAR
23,37,TATAOUINE,TATAOUINE
23,38,TATAOUINE,CHENINNI
23,39,TATAOUINE,EDDOUIRET
23,41,TATAOUINE,MASTOURIA
23,42,TATAOUINE,EL KALAA
23,45,TATAOUINE,ERREGBA
23,46,TATAOUINE,GUETTOUFA
23,49,TATAOUINE,KSAR MHIRA
23,50,TATAOUINE,EL MORRA
23,56,TATAOUINE,SMAR
23,62,TATAOUINE,REMADA
23,63,TATAOUINE,BORJ BOURGUIBA
23,65,TATAOUINE,EL BORMA
23,66,TATAOUINE,MAAGHNI
23,67,TATAOUINE,NIKRIF
23,68,TATAOUINE,KAMMOUR
23,69,TATAOUINE,THIARET
23,73,TATAOUINE,BORNE 233
23,75,TATAOUINE,GUERMASSA
23,77,TATAOUINE,KSAR HADADA
23,80,TATAOUINE,DHIBA
23,81,TATAOUINE,DALIA ET HAWA
23,85,TATAOUINE,BAGUEL
23,86,TATAOUINE,JNEIN
23,87,TATAOUINE,BORJ ELKHADRA
23,88,TATAOUINE,DJEBEL GROUZ
23,89,TATAOUINE,ADAM > 28M3
23,90,TATAOUINE,ADAM 18M3
23,91,TATAOUINE,OUED ZAR HAMMOUDA 18
23,92,TATAOUINE,ADAM
23,93,TATAOUINE,OUED ZAR HAMMOUDA
23,94,TATAOUINE,SANGHAR
23,95,TATAOUINE,BIR LAHMAR
23,96,TATAOUINE,KSAR GHILANE
23,97,TATAOUINE,BIR AMIR
23,98,TATAOUINE,BIR AOUINE
23,99,TATAOUINE,A definir
24,1,MANOUBA,MANNOUBA
24,2,MANOUBA,DENDEN
24,3,MANOUBA,TEBOURBA
24,4,MANOUBA,CHEOUIGUI
24,5,MANOUBA,EDDKHILA
24,6,MANOUBA,JEDAIDA
24,7,MANOUBA,EL MANSOURA
24,8,MANOUBA,OUED ELLIL
24,9,MANOUBA,ESSAIDA
24,10,MANOUBA,MORNAGUIA
24,11,MANOUBA,SIDI ALI HATTAB
24,12,MANOUBA,FEJJA
24,13,MANOUBA,EL BATEN
24,14,MANOUBA,EL AROUSSIA
24,15,MANOUBA,BORJ ETTOUMI
24,16,MANOUBA,DOUAR HICHER
24,17,MANOUBA,BORJ EL AMRI
24,39,MANOUBA,A definir
24,53,MANOUBA,MORNAGUIA
